video_id,Comment_text,duration,publishedAt,channelId,title,description,thumbnails.default.url,thumbnails.default.width,thumbnails.default.height,thumbnails.medium.url,thumbnails.medium.width,thumbnails.medium.height,thumbnails.high.url,thumbnails.high.width,thumbnails.high.height,channelTitle,liveBroadcastContent,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,month,year
ezfxA0PWL2I,,,2019-07-20,UCBgofU0cs7Mv-1UDmqISP4Q,data science and machine learning demo in <U+0C24><U+0C46><U+0C32><U+0C41> <U+0C17><U+0C41> i jul 20th 2019 by damodar 9059868766,Data Science and Machine learning Demo In <U+0C24><U+0C46><U+0C32><U+0C41><U+0C17><U+0C41> I Jul 20th 2019 By Damodar 9059868766 VLR Training Data Science and Machine Learning Course ...,https://i.ytimg.com/vi/ezfxA0PWL2I/default.jpg,120,90,https://i.ytimg.com/vi/ezfxA0PWL2I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ezfxA0PWL2I/hqdefault.jpg,480,360,VLR Training,none,733,6,1,0,0,7,2019
rWAENtTg38A,,,2019-03-13,UC_3IPTdt1dJZSWNgzuAfb2A,esau’s false science 1 timothy 6 20,,https://i.ytimg.com/vi/rWAENtTg38A/default.jpg,120,90,https://i.ytimg.com/vi/rWAENtTg38A/mqdefault.jpg,320,180,https://i.ytimg.com/vi/rWAENtTg38A/hqdefault.jpg,480,360,Ahmawan Ibad,none,5721,235,9,0,38,3,2019
l9zhZulH43o,,,2019-07-09,UCCwSSNBmLcJ22S3J0WctfcA,rajasthan ict satellite education science 10th “science general” 2july 2019 20 lecture 1,Rajasthan ICT Satellite Education Science 10th “Science General” 2July 2019-20 Lecture-1.,https://i.ytimg.com/vi/l9zhZulH43o/default.jpg,120,90,https://i.ytimg.com/vi/l9zhZulH43o/mqdefault.jpg,320,180,https://i.ytimg.com/vi/l9zhZulH43o/hqdefault.jpg,480,360,ICT Satellite Education,none,443,14,0,0,2,7,2019
5rLaOkOVD64,,,2019-12-21,UCXYGNWi1h4um-z_DJwXoTIA,jsw science conclave 2019 20,"Kalameshwar, Maharashtra.",https://i.ytimg.com/vi/5rLaOkOVD64/default.jpg,120,90,https://i.ytimg.com/vi/5rLaOkOVD64/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5rLaOkOVD64/hqdefault.jpg,480,360,SMAITY TRAVEL,none,123,6,1,0,0,12,2019
7HP-OltUbpI,,,2019-02-22,UCmZqoegBFKJQF69V8d-05Bw,citizen science day 2019 midday at the oasis feb 20 2019,"The National Network of Libraries of Medicine is funded by the National Library of Medicine, National Institutes of Health, Department of Health and Human ...",https://i.ytimg.com/vi/7HP-OltUbpI/default.jpg,120,90,https://i.ytimg.com/vi/7HP-OltUbpI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7HP-OltUbpI/hqdefault.jpg,480,360,National Network of Libraries of Medicine [NNLM],none,317,0,0,0,0,2,2019
0U-zA1ekdE8,,,2019-08-22,UCdBC9k0zwt3WcdDvA568iOg,20 hilarious science memes,"VERY HILARIOUS SCIENCE MEMES I AM NOT OWNER OF ANYONE OF THIS CREDIT ALL GOES TO THEIR OWNER science memes clean, science memes ...",https://i.ytimg.com/vi/0U-zA1ekdE8/default.jpg,120,90,https://i.ytimg.com/vi/0U-zA1ekdE8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0U-zA1ekdE8/hqdefault.jpg,480,360,AmazeScience,none,427,16,0,0,3,8,2019
UwsrzCVZAb8,,,2019-12-18,UCqVDpXKLmKeBU_yyt_QkItQ,how far is too far the age of a i,"Can A.I. make music? Can it feel excitement and fear? Is it alive? Will.i.am and Mark Sagar push the limits of what a machine can do. How far is too far, and how ...",https://i.ytimg.com/vi/UwsrzCVZAb8/default.jpg,120,90,https://i.ytimg.com/vi/UwsrzCVZAb8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UwsrzCVZAb8/hqdefault.jpg,480,360,YouTube Originals,none,40968026,612525,22368,0,30175,12,2019
V0FZHY0K9Ko,,,2019-11-30,UCBMUQhzF311FusaMJFrgM8Q,bachpan amp ahps science fest 2019 20 student 24 a s rao nagar zoneadds com,Bachpan & AHPS Science Fest 2019/20 | Student 24 | A.S Rao Nagar | zoneadds.com For more local information log on to : https://www.zoneadds.com/ ...,https://i.ytimg.com/vi/V0FZHY0K9Ko/default.jpg,120,90,https://i.ytimg.com/vi/V0FZHY0K9Ko/mqdefault.jpg,320,180,https://i.ytimg.com/vi/V0FZHY0K9Ko/hqdefault.jpg,480,360,ZoneAdds.Com,none,92,8,0,0,NA,11,2019
R0nmpb1BRAo,,,2019-09-10,UCCwSSNBmLcJ22S3J0WctfcA,rajasthan ict satellite education science 10th “genetics” 30 july 2019 20 lecture 12,Rajasthan ICT Satellite Education Science 10th “Genetics” 30 July 2019 20 Lecture-12.,https://i.ytimg.com/vi/R0nmpb1BRAo/default.jpg,120,90,https://i.ytimg.com/vi/R0nmpb1BRAo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/R0nmpb1BRAo/hqdefault.jpg,480,360,ICT Satellite Education,none,110,4,0,0,0,9,2019
IgAOZjx7HZ0,,,2019-09-17,UCXTjWIzpHzdY8O2aJKvNn7w,important science mcq 39 s assam tet 2019 <U+0964> top 20 science mcq 39 s for tet ctet,"Important Science MCQ's ,Assam tet 2019 <U+0964> Top 20 Science MCQ's for TET /CTET.",https://i.ytimg.com/vi/IgAOZjx7HZ0/default.jpg,120,90,https://i.ytimg.com/vi/IgAOZjx7HZ0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/IgAOZjx7HZ0/hqdefault.jpg,480,360,Tireless Study,none,3206,103,2,0,11,9,2019
UxA3u6jAqYo,,,2019-12-23,UCPhLzHxROtcniUaRWbst0Eg,delhi police recruitment 2019 20 wireless operator science maths se <U+0926><U+093F><U+0932><U+094D><U+0932><U+0940> <U+092A><U+0941><U+0932><U+093F><U+0938>,"Delhi police Vacancy 2019, delhi police Vacancy, delhi police bharti, delhi police online from #reet_maths_classes.",https://i.ytimg.com/vi/UxA3u6jAqYo/default.jpg,120,90,https://i.ytimg.com/vi/UxA3u6jAqYo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UxA3u6jAqYo/hqdefault.jpg,480,360,Abhi Study IQ,none,117,16,0,0,2,12,2019
hTDQx1-S_3k,,,2019-08-15,UCBNn5g42xpYiMPJ4CheRjEQ,hidden data the blind eye of science 2nd edition by dr helene hill,Grab a copy: https://www.amazon.com/Hidden-Data-Blind-Eye-Science/dp/1534702075/ref=sr_1_2?keywords=Helene%20Z.,https://i.ytimg.com/vi/hTDQx1-S_3k/default.jpg,120,90,https://i.ytimg.com/vi/hTDQx1-S_3k/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hTDQx1-S_3k/hqdefault.jpg,480,360,Helene Hill,none,53095,94,0,0,20,8,2019
8i9jR3mklYk,,,2019-12-10,UCE0tb3rMxgVcSS8MhLdR4TQ,s 20 ncert science and technology stomach <U+0906><U+092E><U+093E><U+0936><U+092F> lecture 20,NCERT Demo Video 01: https://youtu.be/vHiv5zDJrYo <U+0939><U+093F><U+0928><U+094D><U+0926><U+0940> <U+090F><U+092E>. <U+0932><U+0915><U+094D><U+0937><U+094D><U+092E><U+0940><U+0915><U+093E><U+0902><U+0924> 6th Edition: https://amzn.to/2RmgJzR English Laxmikant 6th Edition: ...,https://i.ytimg.com/vi/8i9jR3mklYk/default.jpg,120,90,https://i.ytimg.com/vi/8i9jR3mklYk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8i9jR3mklYk/hqdefault.jpg,480,360,DKS IAS ACADEMY,none,422,36,0,0,0,12,2019
XLay35N8EtI,,,2019-06-26,UC1ofCgg8T11vh6msy8WYhsg,science this week telecast on 20 may 2019,,https://i.ytimg.com/vi/XLay35N8EtI/default.jpg,120,90,https://i.ytimg.com/vi/XLay35N8EtI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/XLay35N8EtI/hqdefault.jpg,480,360,DD Science Vigyan Prasar,none,325,9,0,0,1,6,2019
OwrkbCI_vmQ,,,2019-09-13,UCCwSSNBmLcJ22S3J0WctfcA,rajasthan ict satellite education science 10th “genetics” 1 aug 2019 20 lecture 13,Rajasthan ICT Satellite Education Science 10th “Genetics” 1 Aug 2019 20 Lecture-13.,https://i.ytimg.com/vi/OwrkbCI_vmQ/default.jpg,120,90,https://i.ytimg.com/vi/OwrkbCI_vmQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/OwrkbCI_vmQ/hqdefault.jpg,480,360,ICT Satellite Education,none,160,12,0,0,1,9,2019
WiViBDe732g,,,2019-12-14,UC63mNFJR8EAb8wAIJwoCmTA,20 mind blowing science experiments you can do by yourself,Timestamps 00:09 Water experiments 03:28 Reverse antistress video 06:25 Experiments with eggs ...,https://i.ytimg.com/vi/WiViBDe732g/default.jpg,120,90,https://i.ytimg.com/vi/WiViBDe732g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/WiViBDe732g/hqdefault.jpg,480,360,5-Minute Crafts FAMILY,none,200450,2546,287,0,55,12,2019
CrZ6kQPx41w,,,2019-11-10,UCO_i4jM7Jdn3gObbJ2gWFyw,std 10 science ch 3 <U+0AA7><U+0ABE><U+0AA4><U+0AC1><U+0A93> <U+0A85><U+0AA8><U+0AC7> <U+0A85><U+0AA7><U+0ABE><U+0AA4><U+0AC1><U+0A93> <U+0AAD><U+0ABE><U+0A97> 20 ncert course by kaushik bhimani,<U+0A8F><U+0AAA><U+0ACD><U+0AB2><U+0AC0><U+0A95><U+0AC7><U+0AB6><U+0AA8> <U+0AA8><U+0AC0> <U+0AB2><U+0ABF><U+0AA8><U+0ACD><U+0A95> https://play.google.com/store/apps/details?id=youth.ncert.papergeneration <U+0AAC><U+0AC0><U+0A9C><U+0ABE> <U+0AB5><U+0ABF><U+0AA1><U+0ABF><U+0AAF><U+0ACB> <U+0AA8><U+0AC0> <U+0AB2><U+0ABF><U+0AA8><U+0ACD><U+0A95> https://www...,https://i.ytimg.com/vi/CrZ6kQPx41w/default.jpg,120,90,https://i.ytimg.com/vi/CrZ6kQPx41w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/CrZ6kQPx41w/hqdefault.jpg,480,360,Youth Education,none,154,7,0,0,0,11,2019
l7ZRZWhJqDY,,,2019-12-30,UCzWQYUVCpZqtN93H8RR44Qw,a new theory reveals why tabby’s star looks so bizarre,Researchers might be one step closer to figuring out the mysterious behavior behind Tabby's star's dimming. » Subscribe to Seeker! http://bit.ly/subscribeseeker ...,https://i.ytimg.com/vi/l7ZRZWhJqDY/default.jpg,120,90,https://i.ytimg.com/vi/l7ZRZWhJqDY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/l7ZRZWhJqDY/hqdefault.jpg,480,360,Seeker,none,133023,5320,407,0,802,12,2019
VJI88QIW7H4,,,2019-12-02,UCBJycsmduvYEL83R_U4JriQ,retro tech macintosh,Everyone knows the 1984 Macintosh computer was a game changer for the tech industry. But why was this particular computer so iconic? I learn how Steve Jobs ...,https://i.ytimg.com/vi/VJI88QIW7H4/default.jpg,120,90,https://i.ytimg.com/vi/VJI88QIW7H4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/VJI88QIW7H4/hqdefault.jpg,480,360,Marques Brownlee,none,NA,NA,NA,0,5838,12,2019
FtMGs6ehQfg,,,2019-04-17,UC3UnPHQIFLfGq7yy7tqcvUg,pg trb 2019 20 computer science unit i computer system architecture part 003,"Teacher's Care Academy UNIT- I CSA, PART 003, PG TRB 2019-20, COMPUTER SCIENCE TNPSC/PG-TRB/TET/SPL. TEACHER (DRAWING) TRB ...",https://i.ytimg.com/vi/FtMGs6ehQfg/default.jpg,120,90,https://i.ytimg.com/vi/FtMGs6ehQfg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FtMGs6ehQfg/hqdefault.jpg,480,360,Teacher's Care Academy,none,24060,194,13,0,41,4,2019
Us4_k6ioFZA,,,2019-09-20,UCR522i9zLMQGxQ6_ZdP4brw,introduction to computer science class session 9 20 2019 part 2,"Introduction to Computer Science - Class Session - 9/20/2019, Part 2.",https://i.ytimg.com/vi/Us4_k6ioFZA/default.jpg,120,90,https://i.ytimg.com/vi/Us4_k6ioFZA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Us4_k6ioFZA/hqdefault.jpg,480,360,David Hays,none,39,0,0,0,0,9,2019
9PhltDiGH3Q,,,2019-10-21,UCMDJPaiDdRPv2mrEJoLfklA,top 20 science and technology questions for rrb ntpc,Latest and most Important Science & Technology Questions to crack RRB-NTPC Exam. Download the PDF and go through the video explanations of most ...,https://i.ytimg.com/vi/9PhltDiGH3Q/default.jpg,120,90,https://i.ytimg.com/vi/9PhltDiGH3Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9PhltDiGH3Q/hqdefault.jpg,480,360,Cracku - RRB SSC Banking exams,none,2000,99,1,0,16,10,2019
1dPN7HGmo_8,,,2019-06-03,UCDIpE16E8id7XzcAjjjOKjQ,cet bhubaneswar msc in applied science form 2019 20 is out,"Hi, CET Bhubaneswar Msc in applied chemistry ,applied physics, applied mathematics and computing form for the session 2019-20 is out !!! In this video I would ...",https://i.ytimg.com/vi/1dPN7HGmo_8/default.jpg,120,90,https://i.ytimg.com/vi/1dPN7HGmo_8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1dPN7HGmo_8/hqdefault.jpg,480,360,Mychem box,none,352,12,0,0,6,6,2019
ABCHodBxXJo,,,2019-06-26,UCUcNwWWYW3tM4hcOZj3Msmg,explore scientific ultra light 20 39 39 dobson 500mm f 3 6 generation ii,Ultra Light Dobsonian 500mm GENERATION II - telescope mechanics handcrafted in HUNGARY and GERMANY. - Truss-Dobson in full Aluminium construction ...,https://i.ytimg.com/vi/ABCHodBxXJo/default.jpg,120,90,https://i.ytimg.com/vi/ABCHodBxXJo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ABCHodBxXJo/hqdefault.jpg,480,360,Bresser,none,486,5,2,0,1,6,2019
YfGcB7a_ZCI,,,2019-11-30,UCBMUQhzF311FusaMJFrgM8Q,bachpan amp ahps science fest 2019 20 student 17 a s rao nagar zoneadds com,Bachpan & AHPS Science Fest 2019/20 | Student 17 | A.S Rao Nagar | zoneadds.com For more local information log on to : https://www.zoneadds.com/ ...,https://i.ytimg.com/vi/YfGcB7a_ZCI/default.jpg,120,90,https://i.ytimg.com/vi/YfGcB7a_ZCI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/YfGcB7a_ZCI/hqdefault.jpg,480,360,ZoneAdds.Com,none,143,6,1,0,NA,11,2019
Ga7O9Ik_6LE,,,2019-06-23,UC55SaHWSlbQoXcIvJJrsPQA,amu class 11th science 2019 20 ka result dekhiye,AMU CLASS 11TH 2019 -20 KA RESULT DEKHIYE # LINK OF THIS VIDEO: https://youtu.be/Ga7O9Ik_6LE * LINK OF RESULT VIDEO: ...,https://i.ytimg.com/vi/Ga7O9Ik_6LE/default.jpg,120,90,https://i.ytimg.com/vi/Ga7O9Ik_6LE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Ga7O9Ik_6LE/hqdefault.jpg,480,360,Alig G S Classes,none,2418,58,5,0,237,6,2019
Am9QVqXc0QQ,,,2019-11-16,UCjueWfuqXm7tp7hcwv2aVSA,science exhibition 2019 20,Hadi Public school Rampur had a successful & wonderful Science exhibition this year.,https://i.ytimg.com/vi/Am9QVqXc0QQ/default.jpg,120,90,https://i.ytimg.com/vi/Am9QVqXc0QQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Am9QVqXc0QQ/hqdefault.jpg,480,360,Waseem Khan,none,1154,46,3,0,11,11,2019
48Vrt5NBZik,,,2019-09-15,UCCROVjommCtJW_rb-_UqIWQ,motivation for 2019 20 planning my next academic year computer science student 2019,"Hey guys, for this week, i decided to let you in on a few plans i have for the 2019/20 academic year. I hope you enjoy this! Please let me know what you think in ...",https://i.ytimg.com/vi/48Vrt5NBZik/default.jpg,120,90,https://i.ytimg.com/vi/48Vrt5NBZik/mqdefault.jpg,320,180,https://i.ytimg.com/vi/48Vrt5NBZik/hqdefault.jpg,480,360,nothando tshuma,none,291,11,0,0,2,9,2019
pwZNuSJzRtU,,,2019-08-13,UC6KENAB_qBg-UzqVYHhshvQ,functions class xii computer science complete syllabus 2019 20 python lecture 1,This is detailed complete course for Class XII Computer Science Complete Syllabus 2019-20 | Python Lecture #1 Topic covered is Introduction to Functions and ...,https://i.ytimg.com/vi/pwZNuSJzRtU/default.jpg,120,90,https://i.ytimg.com/vi/pwZNuSJzRtU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/pwZNuSJzRtU/hqdefault.jpg,480,360,Anjali Luthra,none,873,52,0,0,32,8,2019
39WrSskl3XE,,,2019-06-10,UCx6h-dWzJ5NpAlja1YsApdg,newsmax tv live stream,"Newsmax TV has the best in conservative commentary on current events, including American news, global news, health reports, money news, science, ...",https://i.ytimg.com/vi/39WrSskl3XE/default_live.jpg,120,90,https://i.ytimg.com/vi/39WrSskl3XE/mqdefault_live.jpg,320,180,https://i.ytimg.com/vi/39WrSskl3XE/hqdefault_live.jpg,480,360,Newsmax TV,live,446523,3207,281,0,0,6,2019
k0XN29u7ORY,,,2019-08-23,UCbjozK_PYCTLEluFlrJ8UZg,data science with python tutorials class 2 by mr balaram on 20 08 2019,Python Online Training Learn Python Python Tutorial python programming Tutorial Python for Beginners python Programming Language Tutorial python ...,https://i.ytimg.com/vi/k0XN29u7ORY/default.jpg,120,90,https://i.ytimg.com/vi/k0XN29u7ORY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/k0XN29u7ORY/hqdefault.jpg,480,360,Durga Software Solutions,none,524,10,0,0,0,8,2019
BevMoyBGoJg,,,2019-10-21,UCcD7GWmprH9aw1OtCb34KTA,future technology future of science and technology essayfuture technology 2050 20 october 2019,"Science and technology is a topic that encompasses science, technology, and the interactions between the two. Science is a systematic enterprise that builds ...",https://i.ytimg.com/vi/BevMoyBGoJg/default.jpg,120,90,https://i.ytimg.com/vi/BevMoyBGoJg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BevMoyBGoJg/hqdefault.jpg,480,360,PK Assam Tech,none,7,1,0,0,0,10,2019
_cKzJ7dUgiA,,,2019-05-24,UCO_i4jM7Jdn3gObbJ2gWFyw,std 10 science ch 4 <U+0A95><U+0ABE><U+0AB0><U+0ACD><U+0AAC><U+0AA8> <U+0A85><U+0AA8><U+0AC7> <U+0AA4><U+0AC7><U+0AA8><U+0ABE> <U+0AB8><U+0A82><U+0AAF><U+0ACB><U+0A9C><U+0AA8><U+0ACB> <U+0AAD><U+0ABE><U+0A97> 20 ncert course by kaushik bhimani,<U+0A8F><U+0AAA><U+0ACD><U+0AB2><U+0AC0><U+0A95><U+0AC7><U+0AB6><U+0AA8> <U+0AA8><U+0AC0> <U+0AB2><U+0ABF><U+0AA8><U+0ACD><U+0A95> https://play.google.com/store/apps/details?id=youth.ncert.papergeneration <U+0AAC><U+0AC0><U+0A9C><U+0ABE> <U+0AB5><U+0ABF><U+0AA1><U+0ABF><U+0AAF><U+0ACB> <U+0AA8><U+0AC0> <U+0AB2><U+0ABF><U+0AA8><U+0ACD><U+0A95> https://www...,https://i.ytimg.com/vi/_cKzJ7dUgiA/default.jpg,120,90,https://i.ytimg.com/vi/_cKzJ7dUgiA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/_cKzJ7dUgiA/hqdefault.jpg,480,360,Youth Education,none,1148,26,0,0,1,5,2019
oBgzySFEU1s,,,2019-10-20,UCOSY-LKMuJZn4HGsJZHfQDw,purdue lectures in ethics policy and science dr breena holland september 20 2018,Undoing Climate Injustice: A Capabilities Approach to Emissions Drawdown Dr. Breena Holland Assistant Professor of Political Science and the Environmental ...,https://i.ytimg.com/vi/oBgzySFEU1s/default.jpg,120,90,https://i.ytimg.com/vi/oBgzySFEU1s/mqdefault.jpg,320,180,https://i.ytimg.com/vi/oBgzySFEU1s/hqdefault.jpg,480,360,Purdue University,none,27,0,0,0,0,10,2019
VpO4GYv46Wg,,,2019-10-02,UCOXknOI9kScLnkIOxH4Jaaw,bads ws19 20 welcome to business analytics amp data science,Introductoty video about the MSc. course Business Analytics and Data Science to be delivered at Humboldt-University of Berlin in fall 2019.,https://i.ytimg.com/vi/VpO4GYv46Wg/default.jpg,120,90,https://i.ytimg.com/vi/VpO4GYv46Wg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/VpO4GYv46Wg/hqdefault.jpg,480,360,Stefan Lessmann,none,213,5,0,0,0,10,2019
PAqgPzOpJ90,,,2019-12-25,UC9vA08aYoklOWcjguh1641A,<U+0001F534>2 00 p m class 05 rrb ntpc 2019 20 gen science important topic by pooja gupta8,Daily Live Classes Schedule: 1. 06:30 A.M. : Current Affairs 2. 07:00 A.M : Hindi ( Himachal Police/Forest Guard) 3. 08:00 A.M ...,https://i.ytimg.com/vi/PAqgPzOpJ90/default.jpg,120,90,https://i.ytimg.com/vi/PAqgPzOpJ90/mqdefault.jpg,320,180,https://i.ytimg.com/vi/PAqgPzOpJ90/hqdefault.jpg,480,360,Preprise,none,242,28,0,0,4,12,2019
pdMnKx-D1Ng,,,2019-03-12,UC55SaHWSlbQoXcIvJJrsPQA,amu xi science amp dip engg ka modified syllabus 2019 20 how to prepare for test,AMU XI SCIENCE & DIP. ENGG. SYLLABUS 2019-20/HOW TO PREPARE FOR TEST #LINK OF THIS VIDEO: https://youtu.be/pdMnKx-D1Ng #CONTACT NO.,https://i.ytimg.com/vi/pdMnKx-D1Ng/default.jpg,120,90,https://i.ytimg.com/vi/pdMnKx-D1Ng/mqdefault.jpg,320,180,https://i.ytimg.com/vi/pdMnKx-D1Ng/hqdefault.jpg,480,360,Alig G S Classes,none,1069,44,1,0,15,3,2019
eFGNBQzmPb8,,,2019-07-29,UC6KENAB_qBg-UzqVYHhshvQ,class xii computer science live classes 2019 20,"Subscribe the Channel for all Study Material related to Computer Science – B.C.A., B.Tech., M.C.A., M.Tech., B.Sc. and M.Sc. Computer Science and Class XI ...",https://i.ytimg.com/vi/eFGNBQzmPb8/default.jpg,120,90,https://i.ytimg.com/vi/eFGNBQzmPb8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/eFGNBQzmPb8/hqdefault.jpg,480,360,Anjali Luthra,none,531,38,0,0,14,7,2019
ELa4TbLr--I,,,2019-09-20,UCFUnI2xBb2sgjDmsf1WUlow,fulton science academy mustang news september 20 2019,,https://i.ytimg.com/vi/ELa4TbLr--I/default.jpg,120,90,https://i.ytimg.com/vi/ELa4TbLr--I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ELa4TbLr--I/hqdefault.jpg,480,360,Fulton Science Academy Private School,none,60,0,0,0,NA,9,2019
sjxOB7XMNtk,,,2019-12-30,UCLQX4VSEbmP6VbJEKNCP19w,top 20 amazing science experiments compilation 2020,Subscribe to my channel #science #biology #physics #technology #chemistry #research #art #space #nature #engineering #education #stem #scientist #facts ...,https://i.ytimg.com/vi/sjxOB7XMNtk/default.jpg,120,90,https://i.ytimg.com/vi/sjxOB7XMNtk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/sjxOB7XMNtk/hqdefault.jpg,480,360,Science Experiment,none,104,2,0,0,1,12,2019
6xas4emF9uQ,,,2019-11-25,UCG-bqTNXgX_n5ALWd17qkvA,rangia higher secondary school hs 2nd year science 2019 20,"Rangia higher secondary school, hs 2nd year science (2019-20) Rhss <U+2764> Science stream <U+098F><U+0987> <U+09AD><U+09BF><U+09A1><U+09BF><U+0993><U+099F><U+09CB> rhss<U+09F0> <U+09AC><U+09BF><U+099C><U+09CD><U+099E><U+09BE><U+09A8> <U+09B6><U+09BE><U+0996><U+09BE><U+09F0> <U+09A6><U+09CD><U+09AC><U+09BF><U+09A4><U+09C0><U+09AF><U+09BC> <U+09AC><U+09BE><U+09F0><U+09CD>...",https://i.ytimg.com/vi/6xas4emF9uQ/default.jpg,120,90,https://i.ytimg.com/vi/6xas4emF9uQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6xas4emF9uQ/hqdefault.jpg,480,360,mrinmoy deka Editing,none,395,62,0,0,25,11,2019
3m-k61WPaOY,,,2019-08-14,UCqBp3Hu0Z9y_EscoUQUe8Sw,national school science centre science fest 2019 20,"The trust in coordination with National English School organized the Science Fest 2019 - a mega event for 416 students of National School Science Centre, Virar ...",https://i.ytimg.com/vi/3m-k61WPaOY/default.jpg,120,90,https://i.ytimg.com/vi/3m-k61WPaOY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3m-k61WPaOY/hqdefault.jpg,480,360,young innovators Science trust,none,870,28,1,0,0,8,2019
d0dfdduBIrs,,,2019-10-10,UCvE6sT6Y-SGoQq8ZEbPKZrw,science fair mmet 2019 20,SCIENCE FAIR mmet 2019-20.,https://i.ytimg.com/vi/d0dfdduBIrs/default.jpg,120,90,https://i.ytimg.com/vi/d0dfdduBIrs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/d0dfdduBIrs/hqdefault.jpg,480,360,Zeek Media,none,858,53,2,0,4,10,2019
LBwv55zvF8w,,,2019-09-28,UCbKDf1ulQbS6pFs_7WJxbXg,dav ps class 9 mid term examination science que paper 2019 20,Like and share.,https://i.ytimg.com/vi/LBwv55zvF8w/default.jpg,120,90,https://i.ytimg.com/vi/LBwv55zvF8w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/LBwv55zvF8w/hqdefault.jpg,480,360,Aishwarya Mishra,none,124,2,0,0,2,9,2019
BGpBtnJNbZU,,,2019-12-10,UCFvd5Cpmqhtj0JHQMMKDjIw,<U+0915><U+0943><U+0937><U+093F> <U+0938><U+0947> <U+0938><U+092E><U+094D><U+092C><U+0928><U+094D><U+0927><U+093F><U+0924> <U+091F><U+093E><U+092A> 20 <U+092A><U+094D><U+0930><U+0936><U+094D><U+0930> agriculture science <U+0938><U+092C><U+0938><U+0947> <U+092E><U+0939><U+0924><U+094D><U+0935><U+092A><U+0942><U+0930><U+094D><U+0923> <U+092A><U+094D><U+0930><U+0936><U+094D><U+0930> <U+091C><U+094B> <U+0905><U+0915><U+094D><U+0938><U+0930> <U+092A><U+0942><U+091B><U+0947> <U+091C><U+093E><U+0924><U+0947> <U+0939><U+0948><U+0964>,<U+0915><U+0943><U+0937><U+093F> <U+0938><U+0947> <U+0938><U+092E><U+094D><U+092C><U+0928><U+094D><U+0927><U+093F><U+0924> <U+091F><U+093E><U+092A>-20 <U+092A><U+094D><U+0930><U+0936><U+094D><U+0930> Agriculture science <U+0938><U+092C><U+0938><U+0947> <U+092E><U+0939><U+0924><U+094D><U+0935><U+092A><U+0942><U+0930><U+094D><U+0923> <U+092A><U+094D><U+0930><U+0936><U+094D><U+0930> <U+091C><U+094B> <U+0905><U+0915><U+094D><U+0938><U+0930> <U+092A><U+0942><U+091B>...,https://i.ytimg.com/vi/BGpBtnJNbZU/default.jpg,120,90,https://i.ytimg.com/vi/BGpBtnJNbZU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BGpBtnJNbZU/hqdefault.jpg,480,360,UPSSSC CLASSES,none,139,23,0,0,2,12,2019
tnqZvUaMl8Q,,,2019-05-10,UC_ios10ir03KmKTXgLyoSEQ,surgical science turns 20 dr billy chan,A few words from our users. Dr. Billy Chan Macao University of Science and Technology.,https://i.ytimg.com/vi/tnqZvUaMl8Q/default.jpg,120,90,https://i.ytimg.com/vi/tnqZvUaMl8Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/tnqZvUaMl8Q/hqdefault.jpg,480,360,Surgical Science,none,85,3,0,0,0,5,2019
