id	replyCount	likeCount	publishedAt	authorName	text	authorChannelId	authorChannelUrl	isReply	isReplyTo	isReplyToName
Ugwezv3ttJQDuQ2duYV4AaABAg	0	1	2019-11-02 18:40:26	Сергей Ильченко	Не впечатлён! А за рекламу на добрую часть ролика - диз	UCPF7QcoNlcyxgRmHmDLjmOQ	http://www.youtube.com/channel/UCPF7QcoNlcyxgRmHmDLjmOQ	0		
UgzvWJI0bNrT3FG68Wh4AaABAg	0	0	2019-11-02 16:31:02	Andrey Mocharny	Причём тут Тесла? Советую автору изучить биографию Николы Теслы и не приплетать его к подобным выкидышам истории	UCx1vv5qetD5eb0RRxj6VEVA	http://www.youtube.com/channel/UCx1vv5qetD5eb0RRxj6VEVA	0		
UgwZ13q5VKwxC61u5m54AaABAg	0	0	2019-11-02 14:29:26	Sergey Hovel	В каталашку её)))	UCMI2QM7tVCF62Bz2mhP0izQ	http://www.youtube.com/channel/UCMI2QM7tVCF62Bz2mhP0izQ	0		
UgwR_USuTjbv7m4ebVh4AaABAg	0	0	2019-11-02 11:58:23	Sabin	Эх, кликбейт про Николу Тесла	UCygSssgKN4VEnfI3b5tEUaQ	http://www.youtube.com/channel/UCygSssgKN4VEnfI3b5tEUaQ	0		
UgxG88oUq3UXMfMyWg94AaABAg	0	0	2019-11-02 11:46:50	Вячеслав Гусев	Как всегда круто и интересно! Спасибо Артур!	UCMmpH1LEdoTpXnm3drtKuVA	http://www.youtube.com/channel/UCMmpH1LEdoTpXnm3drtKuVA	0		
Ugw2ASUdpgv2XiXoA6V4AaABAg	0	0	2019-11-02 09:26:26	Денис Попов	Классная история! Побольше бы таких	UCqRDuKfQDk0k63GPubGZOaQ	http://www.youtube.com/channel/UCqRDuKfQDk0k63GPubGZOaQ	0		
Ugy-xZT-iBxtrx7vgGt4AaABAg	0	0	2019-11-02 09:17:48	Николай Егоров	Жесть😂	UCe3H1ZSj2Rqsx6eeEsuyofg	http://www.youtube.com/channel/UCe3H1ZSj2Rqsx6eeEsuyofg	0		
Ugylzps3ugsHkIcbKyx4AaABAg	0	1	2019-11-02 07:51:14	Владислав Шевелєв	Ебать банки	UC_5cdl-OxX4iiaWqdNxiOgA	http://www.youtube.com/channel/UC_5cdl-OxX4iiaWqdNxiOgA	0		
UgyGLJcBeyBqLaiW7Gt4AaABAg	0	0	2019-11-02 07:49:28	Распаковки различных вещей. Обзоры головоломок.	Как же меня задолбали эти 16 лет уже, ну сил уже нет терпеть. Везде с 18 лет, а мне только 16. Пока дорасту до этих 18, все эти &quot;вкусные предложения&quot; уже просто закончатся.	UC2E7axKE_d5Mg-9BFP-rmNw	http://www.youtube.com/channel/UC2E7axKE_d5Mg-9BFP-rmNw	0		
UgxrRo1Wfog7SujsUa54AaABAg	0	0	2019-11-02 07:22:56	drsklif	короче, в пищу принимать ещё нельзя, но на хлеб уже намазывается	UC3-161nQSbh4gLRL2vfsZ9w	http://www.youtube.com/channel/UC3-161nQSbh4gLRL2vfsZ9w	0		
UgzZOFYjEJt7fQmvveV4AaABAg	0	0	2019-11-02 07:02:12	зритель всякой херни	Эй, достигаторы мамкины! А ну бросай школу! Миллиард сам себя не заработает!	UCbIl0iNImVyRgqBfx_RzTJg	http://www.youtube.com/channel/UCbIl0iNImVyRgqBfx_RzTJg	0		
Ugza55VEYZZTmtccqvB4AaABAg	0	0	2019-11-02 07:01:38	Ярослав Якушев	Хороший выпуск.	UC_DHypognsg6jT1pTbsUodg	http://www.youtube.com/channel/UC_DHypognsg6jT1pTbsUodg	0		
UgzSCyZYl_q7TNXQ7Ml4AaABAg	0	0	2019-11-02 06:50:40	Виктор Ермоленко	И сколько ещё таких учёных по всему миру?	UCpLCePocd4eGx92lv8pxXGg	http://www.youtube.com/channel/UCpLCePocd4eGx92lv8pxXGg	0		
UgyFDUa39B6V5GK3weN4AaABAg	0	1	2019-11-02 06:31:19	Выпускаю что хочу	Иногда, чтобы разбогатеть, не нужно что-то изобретать. Достаточно умело обмановать.	UCVDY3AVSdKNP5TF9pZtjU4g	http://www.youtube.com/channel/UCVDY3AVSdKNP5TF9pZtjU4g	0		
Ugy1YLToxdoIU6oGJFZ4AaABAg	0	0	2019-11-02 05:05:21	Глеб Вахтомин	Мне кажется или на этой же студии снимался Кунгуров в ролике про внутреннюю кухню?))))	UCys-Q1WOmO1-DTO2iyMaMgQ	http://www.youtube.com/channel/UCys-Q1WOmO1-DTO2iyMaMgQ	0		
Ugz0Mz_ps7SzPViqfM94AaABAg	0	0	2019-11-02 03:22:33	Ender Wiggin	То есть единственная женщина миллиардер не по наследству оказалась обыкновенным мошенником? :D<br />Ну.. в принципе тоже считается =)<br />Не каждый так сможет..<br />Жаль что это ещё хуже чем стать миллиардером по наследству.	UC-JTSvjS2PXF6n00-1g2D4w	http://www.youtube.com/channel/UC-JTSvjS2PXF6n00-1g2D4w	0		
Ugz9vGIPJwy4E5xr8vN4AaABAg	0	0	2019-11-02 03:15:34	Ali Batt	Худшая интеграция рекламы...	UCUa47-eZFJXO2r2j8WADsfQ	http://www.youtube.com/channel/UCUa47-eZFJXO2r2j8WADsfQ	0		
UgxYyNcmOIEKpGBuhHd4AaABAg	0	0	2019-11-02 01:48:16	Мирy-Mиp	Примерно то же самое делает Илон Маск в наше время - но никому до этого нет дела, а через 10 лет все вдруг резко прозреют :))	UCGaS6XaoUCalP5q5MjfqNyA	http://www.youtube.com/channel/UCGaS6XaoUCalP5q5MjfqNyA	0		
UgzY0c2oFlGnE52Ga1l4AaABAg	0	0	2019-11-01 21:15:26	Лучший друг Твоих подруг	МиссТика лучше рассказала ее историю и уже давно ,не новинка	UCxVdD50zTPr_HsF3cr-RrYQ	http://www.youtube.com/channel/UCxVdD50zTPr_HsF3cr-RrYQ	0		
UgwCp4RaUss_SXSVxVR4AaABAg	0	0	2019-11-01 20:12:54	Никита Носов	<b>шутка про то, что Артур везде, кроме своего канала</b>	UCyMwHtMbNYUtF02JHC7ZWYA	http://www.youtube.com/channel/UCyMwHtMbNYUtF02JHC7ZWYA	0		
UgwZvH3ZIdd3D9emrM54AaABAg	0	0	2019-11-01 20:06:56	3ATPAXEP	капитализм, частье, сношение	UCwtSV1swcG2n8b6Gi4fP8JQ	http://www.youtube.com/channel/UCwtSV1swcG2n8b6Gi4fP8JQ	0		
Ugzsklvl2Y1_fndW6At4AaABAg	0	0	2019-11-01 19:11:54	Edyard Priluckii	Пидарасы сэр.	UC-bQ0QSs1_9pgoF7hEBI9yA	http://www.youtube.com/channel/UC-bQ0QSs1_9pgoF7hEBI9yA	0		
UgxzA2PiV9kkb-HMo414AaABAg	0	0	2019-11-01 17:20:04	Стас С.	Аааа! Отличный выпуск от Артура Шарифова!!!	UCr_-KZbDYjMrG7GWxJNKZsg	http://www.youtube.com/channel/UCr_-KZbDYjMrG7GWxJNKZsg	0		
UgwBMo3T_93EL49r7xt4AaABAg	0	0	2019-11-01 16:40:45	Старик Бенамуки	&quot;Как тебе такое,Илон Маск?&quot;	UCiRjAh82sWdCU9Oc2LOTnNA	http://www.youtube.com/channel/UCiRjAh82sWdCU9Oc2LOTnNA	0		
UgyHDrHug7C9UudP2794AaABAg	0	0	2019-11-01 16:36:10	Sergey Rink	Аааа? Про Илона нашего про Маска можешь рассказать или СЛАБО. Его &quot;Крю Дрэгон&quot; уже не многоразовый и NASA продлевает договор с Роскосмосом, потому, что &quot;Крю Дрэгон&quot; взрывается и приземляется в МОРСКУЮ ВОДУ ...	UCHOhAv6LV20DUgjniSZ4SNQ	http://www.youtube.com/channel/UCHOhAv6LV20DUgjniSZ4SNQ	0		
Ugw_YiTzjolf38oUSlF4AaABAg	0	0	2019-11-01 15:59:56	Максим Вязанкин	Чем-то история с Элизабет напоминает историю с мотор-колесом Дуюнова	UCqFM3nuZ0YIDuUuEGqEoO-w	http://www.youtube.com/channel/UCqFM3nuZ0YIDuUuEGqEoO-w	0		
UgyLuTJUDiyNAOFRExB4AaABAg	0	0	2019-11-01 15:38:10	Михаил Беляков	На хрене вашу учебу вертели в школе 21.	UCR7O_9lVKKOyEiFr9oz3K6w	http://www.youtube.com/channel/UCR7O_9lVKKOyEiFr9oz3K6w	0		
UgzV4-rWOGKUyl96XaZ4AaABAg	0	0	2019-11-01 14:11:01	Yura Naskov	Мда .реклама ,что была ,отстой	UC3fqhaO1TIvZwbxRAcFuEsg	http://www.youtube.com/channel/UC3fqhaO1TIvZwbxRAcFuEsg	0		
UgxKOqiYU-xZjps1Y454AaABAg	0	0	2019-11-01 14:06:22	Саня лайкович	А зачем делать что-то существенное? Если можно тупо заработать денег и вовремя смыться, правда непонятно почему она так не сделала, может ещё хотела заработать, но неважно, я хочу сказать, что в этом мире нет смысла изобретать ведь можно тупо делать вид, что изобретаешь и кидать всех на бабки	UCF4ZwPhdeL9osu80T7Saxpw	http://www.youtube.com/channel/UCF4ZwPhdeL9osu80T7Saxpw	0		
UgyeRSWY859Dtgp0CgB4AaABAg	0	0	2019-11-01 13:55:13	Андрей	что за реклама канала, где утверждают что земле 6000 лет	UChPXl7NiMujTb6lPRRljKUQ	http://www.youtube.com/channel/UChPXl7NiMujTb6lPRRljKUQ	0		
Ugy6i7dvAys29rugskh4AaABAg	0	0	2019-11-01 12:39:33	Artem Roschak	Амбиции и высокий эмоциональный интеллект помогли ей завладеть вниманием вкладчиков. Но самоуверенность и неумение признавать свои ошибки, а так же вовремя остановиться привели к краху компании и мечты.	UCUmMIczl8qfVD30ymUaRbZw	http://www.youtube.com/channel/UCUmMIczl8qfVD30ymUaRbZw	0		
UgyN6ZeSR6DZdyHlUeF4AaABAg	0	0	2019-11-01 12:18:06	Сергей Кравченко	скоро и маскодрочеров ждут сюрпрайзы:)	UC9v3FPjVJJxFgHmSCnWHqGQ	http://www.youtube.com/channel/UC9v3FPjVJJxFgHmSCnWHqGQ	0		
UgyRxzH9edMgY4ZuUKN4AaABAg	0	0	2019-11-01 11:26:09	Алексанр Краснов	Проблема образования чисто через практику в том что нет понимания истории развития и нет основ, а значит ты как слепой винтик в системе.<br />И будет большой удачей если это дело перекроет талант.	UC3YSVOh0N5PKasQdOSmHwbw	http://www.youtube.com/channel/UC3YSVOh0N5PKasQdOSmHwbw	0		
UgzJJbUPrQLleprgxNR4AaABAg	0	0	2019-11-01 11:08:39	Иван Яковлев	Илон Маск от медицины. Разве не так?	UCP4L3Fyt8IeX9o7PceDpFIA	http://www.youtube.com/channel/UCP4L3Fyt8IeX9o7PceDpFIA	0		
Ugyt8TFZwKAn7U8HFCJ4AaABAg	0	0	2019-11-01 10:46:04	Sheriff	Зашел посмотреть научный видосик. И в нем же реклама вылезла об отрицани эволюции и науки. Сказали, что ученые не могут доказать, что нашей планете 4млрд лет. Зато загоняют, что это создал творец. Как бы ваще топ, гнать на науку говоря, что ниче не доказано, и утверждать о своем мировоззрении, как об истинном понимании устройства нашего мира, без доказательств. Браво!	UChf76Lu85W_K6zQUxYVYx-Q	http://www.youtube.com/channel/UChf76Lu85W_K6zQUxYVYx-Q	0		
UgwhkhPCOZl7mYidUgR4AaABAg	0	0	2019-11-01 10:01:49	Serhio Leon	Она на харю прям фраер по голове совковой лопатой стукнутый.	UCV4emM75BW0CG2SO6r3AuIw	http://www.youtube.com/channel/UCV4emM75BW0CG2SO6r3AuIw	0		
UgwuKBXzGgkP8JskJyx4AaABAg	1	2	2019-11-01 09:10:45	Evgenia Nesterenko	<a href="https://www.youtube.com/watch?v=as8HDETraSY&amp;t=6m00s">6:00</a>, она говорит: &quot;seventeen&quot;, что переводится как &quot;семнадцать&quot;. Почему в переводе девятнадцать?	UC-h1fa7Wb0E8HQNm_BrrBaw	http://www.youtube.com/channel/UC-h1fa7Wb0E8HQNm_BrrBaw	0		
UgwuKBXzGgkP8JskJyx4AaABAg.90moVy_v8Gy90o-M4laB2I		1	2019-11-01 20:13:30	Daniel all	там прозвучало nineteen	UCmDuFCpNWjlNKzoYcRviOiw	http://www.youtube.com/channel/UCmDuFCpNWjlNKzoYcRviOiw	1	UgwuKBXzGgkP8JskJyx4AaABAg	Evgenia Nesterenko
Ugw-jf-spPnpLhAWRP94AaABAg	0	0	2019-11-01 08:18:29	Максим Волков	Мир хочет и любит быть обманут, круто что она нае*ала весь мир 👍, хреново что в самую больную точку науки ударила в медицину.	UC0r8UMGWtww9t3LjsuPNDMg	http://www.youtube.com/channel/UC0r8UMGWtww9t3LjsuPNDMg	0		
Ugyp03CUtMBAkzMVlft4AaABAg	0	0	2019-11-01 08:15:22	сопливый малыш	Знаю, что у Теслы было плохо с деньгами на примере фильма &quot;Престиж&quot;. Там Тесла случайно изобрел дубликатор материи и вместо того, чтобы наштамповать серебряных долларов и золотых часов во имя финансирования себя любимого, наделал гору шляп-цилиндров и десяток чёрных котов. А потом этот дубликатор спер клоун- иллюзионист, чтобы штамповать свои трупы, которые хранил в больших стеклянных банках. Вот почему у Теслы было плохо с деньгами.	UCaAU1guYasV5hM5rEAKC5-g	http://www.youtube.com/channel/UCaAU1guYasV5hM5rEAKC5-g	0		
Ugx1nxxqWzVLJnQJz9x4AaABAg	0	0	2019-11-01 08:10:51	Dreyk Troll	Чувак, ты наивен. Это капитализм! Цель была заработать, цель выполнена, профит. Не она первая, не она последняя.	UC5GdhYhZ16-fm84LWt3dGHg	http://www.youtube.com/channel/UC5GdhYhZ16-fm84LWt3dGHg	0		
UgzePsjGw3lmjSqPhyV4AaABAg	2	52	2019-11-01 07:32:52	Дикий	«feat Никола Тесла»<br />И тут я офигел	UCHdGQErYquQyX-yv8wbUKpg	http://www.youtube.com/channel/UCHdGQErYquQyX-yv8wbUKpg	0		
UgzePsjGw3lmjSqPhyV4AaABAg.90mdJ43N4iY93seTEjCdxq		0	2020-01-17 05:12:37	Sabica /Сабица	Думал будет про Николу видос а весь видос базарили про какую-то лизку...	UCYC8RCbSKTlEjpmFYjwqYew	http://www.youtube.com/channel/UCYC8RCbSKTlEjpmFYjwqYew	1	UgzePsjGw3lmjSqPhyV4AaABAg	Дикий
UgzePsjGw3lmjSqPhyV4AaABAg.90mdJ43N4iY92WiLxkn8pV		8	2019-12-14 10:52:39	Мистер Брейн	Только из за этого зашёл	UCo7WO6U8V7Lv0_G9CfzICEg	http://www.youtube.com/channel/UCo7WO6U8V7Lv0_G9CfzICEg	1	UgzePsjGw3lmjSqPhyV4AaABAg	Дикий
Ugyws9WqAIXPczh_-1R4AaABAg	0	0	2019-11-01 07:10:42	Vadim Emelyanov	До момента старта ролика был абсолютно уверен, что открыл новое видео Усачева	UCzAQuWoSANkU3DPjzDpapmw	http://www.youtube.com/channel/UCzAQuWoSANkU3DPjzDpapmw	0		
UgzHmV2BnCdmw5Acm7B4AaABAg	0	0	2019-11-01 05:31:01	Евгений Бондарчук	И ведь не просто так с Теслы начал)	UCO8wL04ZNUHP0MmLY4FwpQw	http://www.youtube.com/channel/UCO8wL04ZNUHP0MmLY4FwpQw	0		
UgwJak7bpYy9NDrZPsp4AaABAg	0	0	2019-11-01 05:21:37	Alice In W.	Что за фильм <a href="https://www.youtube.com/watch?v=as8HDETraSY&amp;t=0m58s">0:58</a> ?	UCaMeJM23En5qMOpwnwNRS_w	http://www.youtube.com/channel/UCaMeJM23En5qMOpwnwNRS_w	0		
UgyYSFrGCB6vR50--Xt4AaABAg	0	0	2019-11-01 02:43:01	Red Fire	За*бись так	UCM1zrzSuonCgZmO1EPw7Myg	http://www.youtube.com/channel/UCM1zrzSuonCgZmO1EPw7Myg	0		
Ugxl1ruZUdQ5Rluwazx4AaABAg	0	0	2019-11-01 01:37:19	Павел Ананьев	Ну если даже Уоррен повелся, то у нас не было и шанса	UCan9P4IlAFlN_xJy41hb3jA	http://www.youtube.com/channel/UCan9P4IlAFlN_xJy41hb3jA	0		
UgzOeerpXg2zQ6m5fpl4AaABAg	0	0	2019-10-31 23:12:02	Алексей Злобин	Она ничего не могла сделать. Даже в теории. Всё стоящее скупается большими компаниями на взлёте. Это был &quot;МММ&quot; для типаумных. Одни хорошо заработали, другие хорошо потеряли, а девочка уедет мечтать о миллиардах лет на 15-20.	UC54w84clyzN4i_vg-Xwg3jg	http://www.youtube.com/channel/UC54w84clyzN4i_vg-Xwg3jg	0		
UgwC7y4F8dqqdAZLcJR4AaABAg	0	0	2019-10-31 23:01:31	Ваня Гладченко	Женщины, не лезьте блять в бизнес!	UCvQKSN8QJddM5_lqpeaxmXA	http://www.youtube.com/channel/UCvQKSN8QJddM5_lqpeaxmXA	0		
UgzMDXyiBzO7kj3bzEV4AaABAg	0	0	2019-10-31 22:24:07	WeibCorbinian	У этой дамы с одним курсом образования какой-то специфичный взгляд... буквально.	UCCRuuvzyj5ilDj3UTaV0NMw	http://www.youtube.com/channel/UCCRuuvzyj5ilDj3UTaV0NMw	0		
Ugx4icqKaj1y-MFXlQd4AaABAg	0	0	2019-10-31 21:33:28	Люка Брази	Да вся фарма это на..б<br />Вспомнеть тотже кардео могнил это просто аснерин<br />Измнеили названия и цену увеличили в 15 раз<br />Поэтому фарм кампании ее и некупили<br />Рыбак рыбака ну выпонили	UCoY4xifQJVpmoElOvAjCPXQ	http://www.youtube.com/channel/UCoY4xifQJVpmoElOvAjCPXQ	0		
UgxB1jgUt9MJwohwDtF4AaABAg	0	0	2019-10-31 20:29:21	Виктор Кузнецов	А что опасного в Южном Бутово?Живу здесь всю жизнь и мне нормально	UCpCwSW75TlM18BrN6gflP1Q	http://www.youtube.com/channel/UCpCwSW75TlM18BrN6gflP1Q	0		
Ugz19cVRxm2g0WNkMwx4AaABAg	0	0	2019-10-31 19:50:58	Віктор 88	Что еслі тьомна матерія це врем&#39;я	UCTxlLY3xwDHZPMgebWD-SCQ	http://www.youtube.com/channel/UCTxlLY3xwDHZPMgebWD-SCQ	0		
UgzCzYe2n9xupiGHRvx4AaABAg	0	5	2019-10-31 19:32:35	Даниил Михеев	Парадокс Шарифова...<br />Артур везде, но не на своём канале!	UCg2GosvQoBwFXd06OZh7i5w	http://www.youtube.com/channel/UCg2GosvQoBwFXd06OZh7i5w	0		
Ugx1OFFzx8DD_4lqBkR4AaABAg	0	0	2019-10-31 18:23:31	Вячеслав Шашков	Зачем такой монтаж сверкающий? Невозможно вечером смотреть :(	UClm58OcbQm35tNWZwGeaRUg	http://www.youtube.com/channel/UClm58OcbQm35tNWZwGeaRUg	0		
UgwIW_gSn7fxYAxOYQx4AaABAg	0	0	2019-10-31 18:16:33	Selerad Rs	глаза безумные	UC-eL0CAzeFtcWTRb33akJ1g	http://www.youtube.com/channel/UC-eL0CAzeFtcWTRb33akJ1g	0		
UgxLaI3JBbtNlU7Uiyt4AaABAg	0	0	2019-10-31 17:08:13	DeepMapm	Сейчас так же эксплуатируется все что касается дронов: такси, доставка и пр. Удивляет как эти шарлатаны до сих пор находят инвесторов. При этом упускается из виду что современные источники питания энергетически не могут потянуть и малую толику заявляемых характеристик. Таких источников нет в природе. Используемые ЛиПо батареи работаю на пределе своей эффективности. А прорывов в этой области не ожидается. <br /><br /><br />Но блин каждый месяц лезут наверх очередные доставщики &quot;дайте денег&quot;. Где тот Амазон с доставкой посылок? А тот стартап с пиццей? Про перевозку людей я вообще молчу. На моей только память было семь стартапов, которые освоили фонды и растворились. <br /><br /><br />Короче не только у нас пилят охулиарды денег. Пилят везде.	UCJKijMtXFPC-whS2To1cCng	http://www.youtube.com/channel/UCJKijMtXFPC-whS2To1cCng	0		
Ugz3LZbYJ_8NCM1xBPV4AaABAg	0	0	2019-10-31 13:49:40	alex allov	а Маск?	UCFaCS5K-OSIvvW9vk1y_tmg	http://www.youtube.com/channel/UCFaCS5K-OSIvvW9vk1y_tmg	0		
Ugy6OrMu67-Epixpl1x4AaABAg	0	1	2019-10-31 12:57:01	Клементий Щукинский	вот с русской озвучкой фильм <a href="https://vk.com/video?q=%D0%98%D0%B7%D0%BE%D0%B1%D1%80%D0%B5%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%3A%20%D0%B6%D0%B0%D0%B6%D0%B4%D0%B0%20%D0%BA%D1%80%D0%BE%D0%B2%D0%B8%20%D0%B2%20%D1%81%D0%B8%D0%BB%D0%B8%D0%BA%D0%BE%D0%BD%D0%BE%D0%B2%D0%BE%D0%B9%20%D0%B4%D0%BE%D0%BB%D0%B8%D0%BD%D0%B5&amp;z=video-35021859_456239361">https://vk.com/video?q=%D0%98%D0%B7%D0%BE%D0%B1%D1%80%D0%B5%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%3A%20%D0%B6%D0%B0%D0%B6%D0%B4%D0%B0%20%D0%BA%D1%80%D0%BE%D0%B2%D0%B8%20%D0%B2%20%D1%81%D0%B8%D0%BB%D0%B8%D0%BA%D0%BE%D0%BD%D0%BE%D0%B2%D0%BE%D0%B9%20%D0%B4%D0%BE%D0%BB%D0%B8%D0%BD%D0%B5&amp;z=video-35021859_456239361</a>	UC8J3KW6vv55lRcV1ykiF_dw	http://www.youtube.com/channel/UC8J3KW6vv55lRcV1ykiF_dw	0		
UgywHVRklE1z-5LlesJ4AaABAg	0	0	2019-10-31 12:13:17	Александр Маршал	Прикольно, все видео - одна большая реклама.	UCcBijRtWb3e08GfnsDBbhOg	http://www.youtube.com/channel/UCcBijRtWb3e08GfnsDBbhOg	0		
UgyOONN93EnpKKLr7E54AaABAg	0	0	2019-10-31 11:58:20	Александр Гутенев	Прошу прощения за бомбление в коментах поп поводу рекламы, не обратил внимание что это не ваш канал, а когда снимаешь видео на чужой канал приходится играть по чужим правилам.	UCu-8Ef3Abspkefll02P1sdw	http://www.youtube.com/channel/UCu-8Ef3Abspkefll02P1sdw	0		
Ugwzgo5kvA1hTwrShyl4AaABAg	0	0	2019-10-31 11:37:56	СВ	Удар по Илону	UCrVr3kcxBkjgjYxmB3iZM5Q	http://www.youtube.com/channel/UCrVr3kcxBkjgjYxmB3iZM5Q	0		
Ugw0FZg4pYYMTM7t4Qt4AaABAg	0	0	2019-10-31 11:29:45	Александр Гутенев	Артур это ужасно, вы рассказываете интересный материал по теме, и потом дальше продолжаете рассказывать, зритель слушает и ждет что дальше будет что-то важное по теме, но чем дальше, тем более становится понятно что это как-то не очень связано с темой повествования, и самые худшие опасения оправдываются это реклама. Да я понимаю это не повод бомбить, но тем не менее не красиво, просто не эстетично выглядит когда вот так в ход повествования вплетается совершенно чужеродная информация. Это просто стрёмно выглядит.	UCu-8Ef3Abspkefll02P1sdw	http://www.youtube.com/channel/UCu-8Ef3Abspkefll02P1sdw	0		
Ugz3pZgbHtkkotvRpT54AaABAg	0	0	2019-10-31 10:01:11	Tesla Fake	Как можно было их сравнить , ты кусок	UCDOosbTaEq3IgR84t4-aVxw	http://www.youtube.com/channel/UCDOosbTaEq3IgR84t4-aVxw	0		
UgwuQ0wHWkrMwqRCrXF4AaABAg	1	8	2019-10-31 09:57:35	alextoau	Во Франции это школа 42, а в России - 21 как минимум пополам, как максимум очко ))	UCyDFZVf-XA-wAkhsAgqWEmw	http://www.youtube.com/channel/UCyDFZVf-XA-wAkhsAgqWEmw	0		
UgwuQ0wHWkrMwqRCrXF4AaABAg.90kK4Ask9b-93HFDlsDGHl		1	2020-01-02 07:12:10	Paul Paulson	"42"- ответ на "главный вопрос жизни" в книге Адамса "Путеводитель по галактике". В России, конечно же, "свой путь" и "ответ" "21"	UChuWGjR2rrC7rU75v34CLUg	http://www.youtube.com/channel/UChuWGjR2rrC7rU75v34CLUg	1	UgwuQ0wHWkrMwqRCrXF4AaABAg	alextoau
UgzBeYa4FIf-qNMBd5V4AaABAg	0	0	2019-10-31 09:57:31	Fleep Sunrise	Не понял, а Тесла при чем?	UCJLFjGZuGp8Yk9Wcg6iMmgg	http://www.youtube.com/channel/UCJLFjGZuGp8Yk9Wcg6iMmgg	0		
Ugzz9QlOq4_pNJy_D014AaABAg	0	3	2019-10-31 09:47:50	Пулемет Тах-тах-тах	диагноз: патологическая писдаболка.	UCjyeNXpFi6Ev1ocFSAKjdtA	http://www.youtube.com/channel/UCjyeNXpFi6Ev1ocFSAKjdtA	0		
UgwIYKXow6t2e51ylV54AaABAg	0	1	2019-10-31 07:59:35	Кирилл Сидоров	чо за песня начинающаяся в <a href="https://www.youtube.com/watch?v=as8HDETraSY&amp;t=1m19s">1:19</a>	UCsr-LUroXn2glZeFeRBb-WQ	http://www.youtube.com/channel/UCsr-LUroXn2glZeFeRBb-WQ	0		
UgwT5tx-9-e_ZlCME314AaABAg	0	0	2019-10-31 07:56:35	Фримен Футурист	Он не нужные вещи изобретал!	UC2h15mcrf5dR4hjXQHSrLMQ	http://www.youtube.com/channel/UC2h15mcrf5dR4hjXQHSrLMQ	0		
UgyEz0nfI4ex_9_HSh54AaABAg	0	0	2019-10-31 07:53:48	kermit_TV	Артур бляйтб	UCk0hYwOTfKbqilD8QLcehSA	http://www.youtube.com/channel/UCk0hYwOTfKbqilD8QLcehSA	0		
Ugz9bSmhakg9RpQaT9Z4AaABAg	0	0	2019-10-31 07:41:21	Юлия Баранова	Уже успела про нее глянуть на канале Мисстики)	UCUY7CuNnt7lxDGDsUY0QsbQ	http://www.youtube.com/channel/UCUY7CuNnt7lxDGDsUY0QsbQ	0		
Ugw3k7wgzALv4akysQZ4AaABAg	0	0	2019-10-31 07:05:51	Northman	История о сильной и независимой которая не смогла.Почему феменистки до сих пор не причислили её к лику святых?	UCFz4pEPXFjJLhnFtkwCxArA	http://www.youtube.com/channel/UCFz4pEPXFjJLhnFtkwCxArA	0		
Ugzn78qO93_50OwXMV54AaABAg	0	0	2019-10-31 06:19:44	Илья	А потом эта «школа 21» забьет на учеников и хер им вместо стажировки )) именно так в «гикбрейнс» и делают ))	UCCgVevRA0BDUh7Av9Q31Sfw	http://www.youtube.com/channel/UCCgVevRA0BDUh7Av9Q31Sfw	0		
Ugx6ocWOhcFEyYoZ4eF4AaABAg	0	0	2019-10-31 06:14:11	Эдуард Гуторов	Если бы не голимая реклама, был бы лайк. А так минус за разводилово	UCj4BIiJe1o4CFRs1EA9-fyQ	http://www.youtube.com/channel/UCj4BIiJe1o4CFRs1EA9-fyQ	0		
UgybLjFfFaxwdYBrvpx4AaABAg	0	1	2019-10-31 06:13:24	Император	Лол а я в казани	UC5QpNRLGaUEIG8R5xLzGDhw	http://www.youtube.com/channel/UC5QpNRLGaUEIG8R5xLzGDhw	0		
UgwOOdU3UdOsVrXVHMh4AaABAg	0	0	2019-10-31 06:05:46	Клара Никитина	Рекламный ролик, замаскированный фиг пойми под что... Разочарование.	UCYtFr5Na5Z0NZEIbSnXvkzQ	http://www.youtube.com/channel/UCYtFr5Na5Z0NZEIbSnXvkzQ	0		
Ugwpo8zxJXFXlfjVDDp4AaABAg	0	2	2019-10-31 06:01:19	Кира Любомирская	Ты прям про Илона Маска будто рассказал))	UCvuLiHXEEvIsJ0ZXY-tTr5g	http://www.youtube.com/channel/UCvuLiHXEEvIsJ0ZXY-tTr5g	0		
UgwtLVex6pfRkVDlkEp4AaABAg	0	0	2019-10-31 05:44:00	NekToO	Артур побрился бы	UCttpdhy3XrwlCn_X1CeqYUQ	http://www.youtube.com/channel/UCttpdhy3XrwlCn_X1CeqYUQ	0		
Ugy7iWVZUkmnxAq3rKh4AaABAg	0	0	2019-10-31 05:43:26	Alan Gray	у нас бы такого журналиста даже в газеты бы не пропустили и закрыли	UCNe76Pw5QYqP6zjKDv0ox9A	http://www.youtube.com/channel/UCNe76Pw5QYqP6zjKDv0ox9A	0		
UgwDR3PRBr5N5fCEPyd4AaABAg	0	0	2019-10-31 05:20:13	Vlad Ts	Не наебешь не проживёшь	UCidbTAw3UX2mjI1JgmepMvg	http://www.youtube.com/channel/UCidbTAw3UX2mjI1JgmepMvg	0		
