channel,section,playlist,video,link,time,views,publication date,likes,dislikes,description 
psivewri,no sections,Reviews & Unboxings,Unboxing a 22 Year Old Apple Computer!,https://youtu.be/ZgRiPgvUAF4,4:57,57879, sept 2017,1262,73,"A break from regular content, here is an unboxing of a lot of vintage Apple Computer gear! Consisting of a Power Macintosh 6200/75, a 15"" Multiscan Display, keyboard and mouse (as well as printer). Does it still work? Let's find out :)► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSI""Chillin Hard""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b...► I unbox a 22 year old computer! https://youtu.be/ZgRiPgvUAF4"
psivewri,no sections,Reviews & Unboxings,Gaming On A Mini Laptop From 1993!,https://youtu.be/Ck0LP4uaWO0,6:29,54241,veebr 2019,1812,30,"Today we will be gaming on and using a small palmtop computer from 1993 called the 'Psion 3a'. I purchased this off of eBay for $25, let's see just what this thing can do.► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow me on Twitter and Instagram for updates and information :)Twitter 🐦 https://twitter.com/NathanPSIInstagram 📸 https://www.instagram.com/nathan_sive...Got a Psion? Here are some links to websites used in the video:► Freeware programs: http://www.sprightly.co.uk/psion3/bit...► PsiWin 2.3.3: https://psion.info/GJ5/psiwin233_32.htmlMusic Used:""Tech Live""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,A Laptop? A Desktop? - FREE 30 Year Old Brother WP80 (REVIEW),https://youtu.be/eRLy4VqKGiM,3:16,41141, aug 2017,1044,20,"So, what is this thing? Well, it's kind of mix of a few things. I can't believe someone threw this out! Let's check it out :)Help out my channel by using the Amazon affiliates links below :) Gear I use:► Camera - Fujifilm XT2 https://amzn.to/2Nt9R28► Lens - Fujinon 50-140mm F2.8 https://amzn.to/2NrnIGl► Lens - Fujinon 18-55mm F2.8-4 https://amzn.to/2Nql3g3► Laptop - Macbook 12” https://amzn.to/2NYMHO6► Phone - Samsung Galaxy S9+ https://amzn.to/2NB7afa► Microphone - Rode NTG3 https://amzn.to/2NtgAZY► Audio Interface - Steinberg UR44 https://amzn.to/2NuxQhy► Headset - Audio Technica M40x https://amzn.to/2NsZR9g► Keyboard - Steelseries M800 https://amzn.to/2Ny6Q0o► Mouse - Logitech G502 https://amzn.to/2NqjDCf► Backup Drives - Seagate 6TB https://amzn.to/2O2Y1sHEDIT: I realised that there was actually a tray that fold out to hold the paper after filming the video. Also the serial number dates this thing as being built in May of 1991. The Brother WP 80 was originally introduced in 1989 from the research I've done.► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSI""Killing Time""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,Someone Gave Away This Apple Display For Free!,https://youtu.be/se8C2ooheac,3:01,36708, jaan 2018,1091,18,"So, someone on Gumtree was giving away this 23"" Apple Cinema Display for free! I was fast to respond and went to pick it up. Is it still good? Can you game on it? Let's find out :)► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSIMusic Used:""Chill Wave""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,Should You Buy This $279 Laptop?,https://youtu.be/kdGkJcz4BnM,6:17,31817,märts 2020,1669,25,"Get one here: http://bit.ly/2TCkmB7 Use code: BGBX15H2 Thanks to Banggood for sending this over to review! Today we're taking a look at a budget $279 USD 15.6"" Laptop. Featuring a 1920x1080 IPS Display, 8GB of ram and a 128GB SSD, is it any good? Let's find out :)► Follow me on Social MediaTwitter 🐦 https://twitter.com/NathanPSIInstagram 📸 https://www.instagram.com/nathan_sive...► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087#budget #Laptop #reviewMusic Used:""Past Sadness""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,Using a Brand New Graphics Card from 2005,https://youtu.be/MVBWdU6mKc4,3:10,29505, okt 2017,787,23,"Today we are unboxing and taking a look at a brand new in box Nvidia Geforce 6600 GT from 2004/2005. How does it game? Let's find out! You can buy one yourself off of eBay from the link below :)Help out my channel by using the Amazon affiliates links below :) Gear I use:► Camera - Fujifilm XT2 https://amzn.to/2Nt9R28► Lens - Fujinon 50-140mm F2.8 https://amzn.to/2NrnIGl► Lens - Fujinon 18-55mm F2.8-4 https://amzn.to/2Nql3g3► Laptop - Macbook 12” https://amzn.to/2NYMHO6► Phone - Samsung Galaxy S9+ https://amzn.to/2NB7afa► Microphone - Rode NTG3 https://amzn.to/2NtgAZY► Audio Interface - Steinberg UR44 https://amzn.to/2NuxQhy► Headset - Audio Technica M40x https://amzn.to/2NsZR9g► Keyboard - Steelseries M800 https://amzn.to/2Ny6Q0o► Mouse - Logitech G502 https://amzn.to/2NqjDCf► Backup Drives - Seagate 6TB https://amzn.to/2O2Y1sH► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSI► BUY ONE HERE (Not Affiliated) http://www.ebay.com.au/itm/232060492619""Easy Lemon""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b...► I unbox and use a NEW GPU from 2005! https://youtu.be/MVBWdU6mKc4"
psivewri,no sections,Reviews & Unboxings,Nintendo Switch REVIEW - Should You buy one? [4K],https://youtu.be/l641nlm-PYk,6:15,27231,mai 2017,431,28,"Here's my full review / thoughts on Nintendo's latest console / handheld hybrid. Is it worth the price of $469 in Australia? Let's find out :)► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSI► USB Type C Cables I bought: http://www.ebay.com.au/itm/330770500939Music:""Delightful D"", ""Spellbound""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,Psivewri Answers YOUR Questions! (100k Subs Q&A),https://youtu.be/AKrxjmjE4bY,12:33,20154, jaan 2020,1916,15,"Hey everyone! To celebrate reaching 100,000 subscribers I decided to answer some of your questions! Normal content should be out soon, hope you enjoy and thank you for all the support :) #Psivewri #100k #Technology ► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Follow me on Social MediaTwitter 🐦 https://twitter.com/NathanPSIInstagram 📸 https://www.instagram.com/nathan_sive...Music Used:""Past Sadness""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,The Coolest Apple Mice Ever Made... From 1998!,https://youtu.be/uwvml00R88E,2:39,19890, nov 2017,560,6,"In today's video we're taking a look at the odd, round and very colourful M4848 'Hockey Puck' mice released by Apple in the late 1990's! Are they still usable? Let's find out :)► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSI► My video on the Coolest Apple Mice Ever Made! https://youtu.be/uwvml00R88E""Too Cool""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,What're On My Computers?,https://youtu.be/rNtgcVW1wYs,2:51,19209, apr 2018,641,27,"Thank you to StopAd for sponsoring this video! Download it here for free https://stopad.io/y/psivewriToday we are taking a look at the computers and laptops that I use during the day. Let's see how I edit videos, write scripts and play games :)► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSI Music:""Your Call""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,This '90s Camera Shoots To Floppy Disk!,https://youtu.be/j-275VL6Opo,6:02,17848,sept 2017,595,8,"Back in 1999 Sony released the Mavica MVC-FD88 Floppy Disk based digital camera. It is capable of shooting 1.3mp 1280x960 still images as well as 320x240 MPEG movies to 3.5"" 1.44MB floppy disks. Let's test it out :)► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSI► Check out my video on a '90s floppy disk camera! https://youtu.be/j-275VL6OpoSources:https://en.m.wikipedia.org/wiki/Sony_...https://petapixel.com/2013/02/25/blas...""Danger Storm"", ""Laser Groove""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,Dell XPS 15 (9560) UNBOXING 2017 | Kaby Lake | GTX 1050 [4K],https://youtu.be/MIQXukYocEU,2:29,16199, märts 2017,217,11,"If you've enjoyed feel free to hit that like button :)Today I'm unboxing the new Dell XPS 15 9560 notebook computer. This model has a 15.6""4k (3840x2160) Infinity Touch Display, a true quad core Intel i7 7700HQ Kaby Lake 2.8ghz CPU, 16GB of DDR4 2,400MHz ram, Nvidia GTX 1050 4GB Graphics and a 512GB M.2 SSD. So, how is the unboxing experience? Well, be sure to watch the video to find out :) **Full review coming soon!**► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSI""Eternity""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,World's 1st Blood Oxygen Saturation Smartwatch [FitOn Review],https://youtu.be/1PI4bbX2Edo,5:00,16203, okt 2017,179,5,"Today we're taking a look at a Smartwatch that is currently on Kickstarter. The FitOn Smartwatch features Blood Oxygen and heart rate readings. I was sent this watch to review, how well does it hold up? Let's do a real world review and find out!► You can back the Kickstarter here and get yourself one for $49 w. free international shipping ► https://goo.gl/wByR9x► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSIHere are some specifications of the watch:Weight: 45gDisplay: 96x96 pixel OLEDWaterproof: Up to 50M (their claim, not mine)Sensors: Optical Heart Rate Monitor, Accelerometer, Gyroscope""Chillin Hard""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,YouTube,https://www.youtube.com//watch?v=y5LuedLSMyc&list=PLktXYI_AhGMayhBIo7pnBq0J4dNP2MRro&index=70&t=0s,2:42,,,,,
psivewri,no sections,Reviews & Unboxings,"The Best 4K HDR Monitor? BenQ 32"" EW3270U Review",https://youtu.be/UCyvvlCqbXA,5:16,13364, sept 2018,324,16,"Links to buy are in the description below :)►US https://goo.gl/wdyaGW►UK https://goo.gl/dSnHTD►AU https://amzn.to/2xNkvHM► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087BenQ have sent me this 4K 32"" HDR monitor to review. Is the EW3270U worth your money? Check out my review to find out :)More information about the monitor can be found here: https://www.benq.com/en-au/monitor/vi...► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSIHelp out my channel by using the Amazon affiliates links below :) Gear I use:► Camera - Fujifilm XT2 https://amzn.to/2Nt9R28► Lens - Fujinon 50-140mm F2.8 https://amzn.to/2NrnIGl► Lens - Fujinon 18-55mm F2.8-4 https://amzn.to/2Nql3g3► Laptop - Macbook 12” https://amzn.to/2NYMHO6► Phone - Samsung Galaxy S9+ https://amzn.to/2NB7afa► Microphone - Rode NTG3 https://amzn.to/2NtgAZY► Audio Interface - Steinberg UR44 https://amzn.to/2NuxQhy► Headset - Audio Technica M40x https://amzn.to/2NsZR9g► Keyboard - Steelseries M800 https://amzn.to/2Ny6Q0o► Mouse - Logitech G502 https://amzn.to/2NqjDCf► Backup Drives - Seagate 6TB https://amzn.to/2O2Y1sHMusic Used:""Loopster""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b...LG New York 4K HDR Demo Used:"
psivewri,no sections,Reviews & Unboxings,The Best Smartphone under $199? - Umidigi Z2,https://youtu.be/loMYuNB1kFk,4:12,13188,dets 2018,481,16,"Is this Chinese budget smartphone worth its very low $199 price tag? Watch my review to find out :)Links to buy:From Aliexpress http://bit.ly/AliPsivewriz2se From UMIDIGI official website http://bit.ly/PsivewriZ2se► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087I have not been paid or financially compensated for this review, however I was sent the device itself free of charge.► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSIDetails of the phone:●Display: 6.2 inch, 2246 x 1080 Pixel Screen ●CPU: Helio P23 2.0GHz Octa Core●System: Android 8.1●RAM + ROM: 4GB RAM + 64GB ROM●Camera: 16.0MP + 8.0MP rear camera + 16.0MP + 8.0MP front camera●Sensor: Fingerprint Sensor, Gravity Sensor, Light Sensor, Gyroscope, Geomagnetic Sensor●SIM Card: 2 Nano SIM Card or 1 Nano SIM Card and 1 TF Card●Feature: GPS, Glonass●Bluetooth:4.2Music Used:""Chill Wave""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,This Cheap Smartphone's Battery Lasts For DAYS!,https://youtu.be/7hE9V1bdo6U,4:46,12074, märts 2018,470,14,"Check it out here if you want to buy ;) ►https://www.gearbest.com/cell-phones/... (Affiliate Link)Today we are taking a look at an affordable budget smartphone; the Ulefone Power 3, that has some impressive features and insane battery life. So, how well does it perform? Let's find out :)► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSIMore Phone Specifications:►Ulefone Power 3 4G Phablet Android 7.1 6.0 inch MTK6763 Octa Core 2.0GHz 6GB RAM + 64GB ROM Hi-Fi Face Recognition Quad Cameras 6080mAh Battery Corning Gorilla Glass 4 Screen►Display: 6.0 inch 2160 x 1080 pixels Corning Gorilla Glass 4 screen ►CPU: MTK6763 Octa Core 2.0GHz ►System: Android 7.1►Storage: 6GB RAM + 64GB ROM ►Cameras: 13.0MP ( SW 8.0MP ) + 5.0MP dual front cameras and 21.0MP ( SW 16.0MP ) + 5.0MP dual rear cameras►Sensors: Gyroscope, Gravity Sensor, Ambient Light Sensor, Proximity Sensor, E-compass, Fingerprint Sensor►Features: GPS, GlonassBluetooth: 4.1►SIM Card: dual SIM dual standby, 2 Nano SIM cards►Network: 2G: GSM 850/900/1800/1900MHz 3G: WCDMA 900/2100MHz4G: FDD-LTE 800/900/1800/2100/2600MHzMusic Used:""Funkorama""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,"Thoughts On WWDC 2019 - New Mac Pro, XDR Display & iPad OS!",https://youtu.be/6hRfPfXGoLs,4:11,11860,juuni 2019,567,11,"** Yes, I'm aware the footage gets weird and hazy near the end. Moisture built up inside my camera due to the cold weather and screwed it up. I did my best to correct it in editing. Trust me, it looked a whole lot worse before!!► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087All imagery shown credit: AppleHere are my thoughts and impressions of the three most interesting things (in my opinion) from WWDC 2019. That is the redesigned Mac Pro, XDR Display and the new features in iPad Os.► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow me on Twitter and Instagram for updates and information :)Twitter 🐦 https://twitter.com/NathanPSIInstagram 📸 https://www.instagram.com/nathan_sive...Music Used:""Jazz Brunch ""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,Fitbit Alta (REVIEW) - Should you buy it?,https://youtu.be/G2OkUGeNmSw,4:20,9328, veebr 2017,100,7,"*Correction: It's the Fitbit Alta, not Alta 2... Not sure why I got that mixed up► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :DSo, is the Fitbit Alta worth your money? In this video review / unboxing I'll go over the key features and any problems I found after a month using the Fitbit Alta fitness tracker / smartwatch. Thanks for watching, if you've enjoyed please feel free to leave a like :) Peace!► Follow Me :) https://twitter.com/NathanPSIFeatures:- All-day activity monitor- Auto Sleep Tracking- Reminders to Move- Clock- Tap Display- Call, Text & Calendar Alerts- Many Accessory Bands""Chillin Hard""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,Is this $35 Retro Console Good? (Plays NES Games!),https://youtu.be/BR-vNTKLN84,3:41,8321,veebr 2018,275,6,"20% OFF Coupon Code : bbsfc20 @ https://www.bittboy.com(Not an affiliate link. I have not been financially compensated for this review)► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSIToday we're taking a look at a small handheld Retro NES emulator made by Bittboy. Is it worth the $35 their asking for it? Let's find out :)Music Used:""Chill Wave""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,YouTube,https://www.youtube.com//watch?v=RsadaFBjKOg&list=PLktXYI_AhGMayhBIo7pnBq0J4dNP2MRro&index=77&t=0s,11:30,,,,,
psivewri,no sections,Reviews & Unboxings,This Printer is only $15! - Canon Pixma MP230 (REVIEW),https://youtu.be/uXvr1xCO7S8,2:46,5357,jaan 2017,161,1,"Print, Copy & Scan for only $15!Feel free to leave a like if you've enjoyed :) A few days ago I picked this Canon Pixma MP230 Multifuction Print, Copy, Scan printer up from Officeworks. Let's give it an unboxing and review, shall we?► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSIMusic:Unity by TheFatRat (Royalty Free Music) - Remixed for this video"
psivewri,no sections,Reviews & Unboxings,$2 Earphones vs $6 Earphones - Do they suck? [4K],https://youtu.be/re8mH9sNlwc,3:58,4978, juuni 2017,135,5,"Can these ultra cheap Kmart ""Home & Co"" brand earphones rise above their low prices? For only $2 and $6 these are definitely some of the cheapest earbuds around. Let's see if they're any good :)► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D"
psivewri,no sections,Reviews & Unboxings,I Was Sent This Awesome Camera Tech! FeiyuTech AK4500,https://youtu.be/eDvCDTtFcTU,7:16,4857, aug 2019,275,9,"Recently Feiyu Tech sent me this camera gimbal to review. Is it worth the $749 they're charging for one? Let's find out :)Link to buy one (not affiliated): http://bit.ly/2YcgdZMOfficial Site: https://www.feiyu-tech.com/ Official Online Store: https://store.feiyu-tech.com/► Follow me on Social MediaTwitter 🐦 https://twitter.com/NathanPSIInstagram 📸 https://www.instagram.com/nathan_sive...Music Used:""Lobby Time""""Soaring""""Exit the Premises""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b...#Feiyutech #ak4500 #review"
psivewri,no sections,Reviews & Unboxings,YouTube,https://www.youtube.com//watch?v=LrI9WdVpJ5M&list=PLktXYI_AhGMayhBIo7pnBq0J4dNP2MRro&index=81&t=0s,3:47,,,,,
psivewri,no sections,Reviews & Unboxings,Fujifilm 10-24mm F4 R OIS - LENS UNBOXING [4K],https://youtu.be/VMR5eTr5Knk,1:52,2299, juuli 2017,30,0,"Today we're unboxing Fujifilm's Fujinon 10-24mm F4 R with optical image stabilisation (OIS) lens. Is this worth your money? Well, I guess I'll find out when I get around to reviewing it :)► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :DLens Specifications & Features:- Fujifilm X-Mount- 15-36mm (35mm Equivalent)- Aperture Range: f/4 to f/22- Optical Image Stabilization- Four Aspherical and Three ED Elements- Inner Focusing and AF Stepping Motor- Macro Focusing to 9.4"" / 28cm- Seven-Blade Rounded Diaphragm- 72mm Thread Size- 404 Grams (Weight)""Killing Time""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,YouTube,https://www.youtube.com//watch?v=d27s_L0REAc&list=PLktXYI_AhGMayhBIo7pnBq0J4dNP2MRro&index=83,NA,,,,,
psivewri,no sections,Gaming stuff / reviews,Nintendo NES DogBone - CONTROLLER REVIEW - Psivewri,https://youtu.be/mfqSvc4usio,1:33,966,mai 2016,24,1,"Can we reach 10 likes?► Subscribe for more! https://goo.gl/hfDQ9KIn this episode I take a look at the shortlived NES 'Dogbone' controller (NES-039) that was introduced with the NES-101 aka 'NES 2'. How well does it hold up? How good is it? Well, lets answer those questions in the video :) Enjoy!"
psivewri,no sections,Gaming stuff / reviews,Blue Snowball Microphone UNBOXING - Psivewri,https://youtu.be/OX95Z1A2e14,5:54,272,mai 2016,9,0,"A rating is always appreciated :)► Subscribe for more! https://goo.gl/hfDQ9KHey guys, today I bring you an unboxing of the Blue Snowball microphone. I was quite impressed by the build quality and audio capability of the mic. It features Cardiod and omnidirectional polar patterns (as well as a - 10db cardiod pattern)."
psivewri,no sections,Gaming stuff / reviews,Original Nintendo DMG GameBoy Overview - Psivewri,https://youtu.be/CgRpki30USA,4:46,1008, mai 2016,23,0,"► Subscribe for more! https://goo.gl/hfDQ9KHere is a quick overview / review of the original 1989 DMG Nintendo GameBoy. Yes, this is a re-upload. But hey, I hope you enjoy!"
psivewri,no sections,Gaming stuff / reviews,Nintendo Game Boy Micro (Unboxing) - Psivewri,https://youtu.be/ma7N199SczE,3:57,71856, mai 2016,673,61,Can we hit 5 likes?► Subscribe for more! https://goo.gl/hfDQ9KHere's a video of me unboxing a Nintendo Game Boy Micro. This was originally on my other channel but since I came back here I thought I would give it an upload. Enjoy :)Some facts: The Game Boy Micro was originally released in Japan on September 13th 2005 and by the end of its product cycle nearly 2.5 million had been sold.
psivewri,no sections,Gaming stuff / reviews,$15 Smart Watch - DZ09 Review,https://youtu.be/q52K6mf2_LQ,3:07,108721, aug 2016,837,40,"► My review of the OPPO R9S Smartphone :) https://youtu.be/xmMYsIcu7hYWith features such as a GSM cellular phone, camera, bluetooth and a web browser how will this ultra cheap $15 DZ09 Smart Watch do? Compatible with both Android and iOS. Watch my review to find out :)Shot in 4K► Buy one here:http://www.ebay.com.au/itm/191866400445► Subscribe for more! https://goo.gl/hfDQ9K""Perspectives""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b...Here are some features:GSM 850/900/1800/1900 MHz , Single Micro SIM CardBluetooth Dialer, Call Reminder, Bluetooth CallBluetooth SMS/IM Message Notified1.56"" TFT LCD Touch Screen 240*240 pixelsCameraAnti-loss Technology to bind phonePedometer, Sleep Monitor, Sedentary ReminderAudio and Video PlayerCalendar (Synchronizable)Here are the specifications:CPU: MTK6261 533MHzFrequency: GSM 850/900/1800/1900 MHzSIM Card: Single SIM Card (Micro SIM Card) Can be as a phoneBluetooth: Bluetooth 3.0Storage: RAM 128M, ROM 64M; External memory: Support TF card up to 32GBDisplay: 1.56 inch TFT LCD, 240 x 240 pixelsCamera: 2.0 M (NOT TRUE AHAHAHA)Video Recording: SupportMusic/video: SupportHand-writing: SupportPicture Format: JPEG, GIF, BMP, PNGMusic Format: MP3, WAVVideo Format: MP4Languages: English, Italian, German, Dutch, Spanish, French, Polish, Turkish, Portuguese, RussianFunctions: Bluetooth Dialer, Contacts, Call Reminder, Clock, Anti-loss, Pedometer, Sleep Monitor, Sedentary Reminder, CalendarBattery: 380 mAhTalk Time: 3 HoursSize: 5.5*4*1cmStandby Time: 180 HoursSMS: SupportUSB Port: Mini USB 5pin interfaceColor: Silver with White Band, Silver with  Black Band, Gold with Brown Band, Black with  Black Band, Rose GoldGravity Sensor: Support"
psivewri,no sections,Gaming stuff / reviews,YouTube,https://www.youtube.com//watch?v=jbqA8WGw6rI&list=PLktXYI_AhGMaO6nmPF2brx-OJFyUdxFOh&index=7&t=0s,2:08,,,,,
psivewri,no sections,Gaming stuff / reviews,The World's First Talking Clock from 1984 (Seiko Pyramid),https://youtu.be/wnZc51zaD0k,6:10,5709,dets 2016,95,7,"Leave a like for more weird 80's clock videos :)Ever seen a clock shaped like a pyramid? How about one that talks? Well this Seiko digital quartz clock from 1984 delivers on both of those points! Here's a short video I made taking a look / review / overview of the Seiko 73705 Pyramid desk clock. Enjoy :)► Subscribe for more! https://goo.gl/hfDQ9KMusic used:""Ascending the Vale"", ""Magic Forest""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Gaming stuff / reviews,"The best $299 laptop in 2017? - Lenovo Ideapad 100S 14"" (REVIEW) [Budget Laptop]",https://youtu.be/H96dRvm4NzU,5:22,162982,jaan 2017,1527,63,"► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087Stylish design, check. Long battery life, check. Is this Lenovo Ideapad 100S 14IBY the best budget laptop you can buy for $299 ($215 US)?Is it ideal for school, education and people on the go? With an Intel Celeron N3060 processor clocked at 1.6Ghz, 4GB of ram, solid build quality, long battery life and thin design, can it prove its worth? Let's find out!► Subscribe for more! https://goo.gl/hfDQ9KLinks to buy one:Officeworks (AUS): https://goo.gl/FVRQoTJB HIFI (AUS): https://goo.gl/0h1x4uFeatures:Processor: Intel Celeron N3060 Dual Core ProcessorRAM: 4 GB, DDR3L 1,600 MHzStorage: 32 GB Flash DriveGraphics: Intel HD Graphics 400Screen: 14"" LCD display, 1366 x 768Operating System: Microsoft Windows 10Dimensions: 337.4 x 237.2 x 18.6 mm, 1.5 kgModel Number: 100-14IBYBrand: LenovoMusic:""Electro Cabello""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
